movieId,title,genres,genre_set,vec,year,rating
1554,"Pillow Book, The (1996)",Drama|Romance,"Set([""Romance"", ""Drama""])","[0.04687615856528282, 0.0, 0.020151371136307716, 0.15161609649658203, 0.3720400929450989, 0.2449173778295517, 0.5037686824798584, 0.5492307543754578, 0.010526368394494057, 0.3790907561779022, 0.10526279360055923, 0.003025948302820325, 0.6703557372093201, 0.13800394535064697, 0.5829874873161316, 0.03111950308084488, 0.12026150524616241, 0.37755826115608215, 0.3895014822483063, 0.1457505226135254, 0.01874571666121483, 0.5695000290870667, 0.29808247089385986, 0.11995862424373627, 0.7301105260848999]",1996,6.7
1555,"To Have, or Not (En avoir (ou pas)) (1995)",Drama,"Set([""Drama""])","[0.18100248277187347, 0.17383739352226257, 0.3812074065208435, 0.2149963527917862, 0.1954876333475113, 0.14906206727027893, 0.38956570625305176, 0.6019867062568665, 0.04315296933054924, 0.6477595567703247, 0.19501806795597076, 0.1461244374513626, 0.22099843621253967, 0.6849087476730347, 0.5432701110839844, 0.06174715608358383, 0.04603791981935501, 0.5483380556106567, 0.3569859266281128, 0.18797001242637634, 0.0, 0.6062529683113098, 0.33936554193496704, 0.22551968693733215, 0.7079654335975647]",1995,6.7
1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller,"Set([""Thriller"", ""Romance"", ""Action""])","[0.022178441286087036, 0.21210350096225739, 0.0, 0.04813846945762634, 0.546964704990387, 0.4989489018917084, 0.09241397678852081, 0.0, 0.04366276413202286, 0.005285217892378569, 0.016372818499803543, 0.0, 0.06404666602611542, 0.0, 0.18298311531543732, 0.3099743127822876, 0.16211307048797607, 0.28507083654403687, 0.04799555614590645, 0.03354228287935257, 0.638944149017334, 0.0, 0.0041767084039747715, 0.012950506061315536, 0.5093523263931274]",1997,3.9
1562,Batman & Robin (1997),Action|Adventure|Fantasy|Thriller,"Set([""Thriller"", ""Fantasy"", ""Action"", ""Adventure""])","[0.0024235649034380913, 0.14503923058509827, 0.007650888990610838, 0.06634878367185593, 0.5567886829376221, 0.535872757434845, 0.127696231007576, 0.0, 0.05040012300014496, 0.0, 0.038174472749233246, 0.0, 0.07992126047611237, 0.0, 0.3733968436717987, 0.2689897418022156, 0.2076982855796814, 0.40044769644737244, 0.08115948736667633, 0.04751237481832504, 0.5274783968925476, 0.0, 0.017236104235053062, 0.025312058627605438, 0.6102809906005859]",1997,3.7
1563,Dream With the Fishes (1997),Drama,"Set([""Drama""])","[0.07663770765066147, 0.14586928486824036, 0.07220810651779175, 0.1097729355096817, 0.14151503145694733, 0.13860173523426056, 0.295944482088089, 0.31105542182922363, 0.0, 0.4710923731327057, 0.005385529715567827, 0.29224875569343567, 0.979945719242096, 0.18764184415340424, 0.5456897616386414, 0.23113779723644257, 0.09665171802043915, 0.40614959597587585, 0.076478973031044, 0.05697232484817505, 0.0, 0.4749008119106293, 0.05551498383283615, 0.02750195376574993, 0.7253633737564087]",1997,7.1
1564,For Roseanna (Roseanna's Grave) (1997),Comedy|Drama|Romance,"Set([""Comedy"", ""Romance"", ""Drama""])","[0.018302008509635925, 0.2274419516324997, 0.56684410572052, 0.15670672059059143, 0.5193557739257812, 0.01580909639596939, 0.48390817642211914, 0.1369597315788269, 0.017807794734835625, 0.38029831647872925, 0.047470975667238235, 0.00839072186499834, 0.2048991471529007, 0.2402467429637909, 0.7417876124382019, 0.11933162063360214, 0.0, 0.5099990963935852, 0.1969108283519745, 0.045255254954099655, 0.0, 0.4550808072090149, 0.0, 0.029034903272986412, 0.9135529398918152]",1997,7.2
1565,Head Above Water (1996),Comedy|Thriller,"Set([""Thriller"", ""Comedy""])","[0.11755778640508652, 0.14194153249263763, 0.2501581013202667, 0.10517324507236481, 0.211137056350708, 0.31248414516448975, 0.044393036514520645, 0.3351448178291321, 0.0347626619040966, 0.2798716127872467, 0.045526470988988876, 0.05759017914533615, 0.5795131921768188, 0.09060587733983994, 0.4649448096752167, 0.25557664036750793, 0.07611531764268875, 0.3633553683757782, 0.10830835998058319, 0.04186666011810303, 0.1463373303413391, 0.0779697597026825, 0.06819505244493484, 0.057248227298259735, 0.8787308931350708]",1996,6.0
1566,Hercules (1997),Adventure|Animation|Children|Comedy|Musical,"Set([""Comedy"", ""Children"", ""Animation"", ""Adventure"", ""Musical""])","[0.054187480360269547, 0.28373780846595764, 0.3078693449497223, 0.029588470235466957, 0.5153391361236572, 0.26116347312927246, 0.20291399955749512, 0.12074155360460281, 0.02877802960574627, 0.15137717127799988, 0.007180763874202967, 0.2830875813961029, 0.18554310500621796, 0.08753501623868942, 0.9609821438789368, 0.08722973614931107, 0.19390791654586792, 0.19872380793094635, 0.1782739758491516, 0.009617096744477749, 0.3718050718307495, 0.04774225503206253, 0.025975732132792473, 0.02568354271352291, 0.6871904730796814]",1997,7.3
1567,"Last Time I Committed Suicide, The (1997)",Drama,"Set([""Drama""])","[0.0, 0.0, 0.0, 0.17945727705955505, 0.29668131470680237, 0.20102134346961975, 0.6702108383178711, 0.24314023554325104, 0.0, 0.5752331614494324, 0.02542835660278797, 0.21453624963760376, 0.7708777785301208, 0.24253879487514496, 0.45516014099121094, 0.20469103753566742, 0.02826315350830555, 0.211436927318573, 0.11221436411142349, 0.0951540395617485, 0.06439099460840225, 0.45352864265441895, 0.10109265893697739, 0.0, 0.5075480937957764]",1997,5.7
1569,My Best Friend's Wedding (1997),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.015066222287714481, 0.438724547624588, 0.44207900762557983, 0.12808354198932648, 0.6154847145080566, 0.13300184905529022, 0.1879219114780426, 0.020319130271673203, 0.010659735649824142, 0.2267761379480362, 0.006538178771734238, 0.07159927487373352, 0.0508541539311409, 0.0, 0.7190918326377869, 0.48314279317855835, 0.01659386046230793, 0.3886434733867645, 0.1309177577495575, 0.03735896944999695, 0.33972135186195374, 0.2583319842815399, 0.03925461694598198, 0.013189956545829773, 0.724471926689148]",1997,6.3
1570,Tetsuo II: Body Hammer (1992),Horror|Sci-Fi,"Set([""Sci-Fi"", ""Horror""])","[0.2675657868385315, 0.08728897571563721, 0.0, 0.055926110595464706, 0.0, 0.23182827234268188, 0.15472009778022766, 0.7707080245018005, 0.019097372889518738, 0.485889196395874, 0.09805133193731308, 0.43623772263526917, 0.8195057511329651, 0.3452385365962982, 0.36176082491874695, 0.08465007692575455, 0.20413491129875183, 0.13607431948184967, 0.21949569880962372, 0.09595705568790436, 0.0865476056933403, 0.24908295273780823, 0.3150271475315094, 0.1778360903263092, 0.5214518308639526]",1992,6.4
1571,When the Cat's Away (Chacun cherche son chat) (1996),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.05813613906502724, 0.1830725520849228, 0.4809201955795288, 0.20168864727020264, 0.15432250499725342, 0.07228285819292068, 0.36610519886016846, 0.3963943421840668, 0.013562162406742573, 0.6285630464553833, 0.1227533295750618, 0.18820640444755554, 0.29983875155448914, 0.45586052536964417, 0.608170211315155, 0.03758533298969269, 0.0, 0.3177964687347412, 0.45173904299736023, 0.146966353058815, 0.0, 0.7049512267112732, 0.2949374318122864, 0.12692920863628387, 0.5743600726127625]",1996,6.8
1572,"Contempt (Mépris, Le) (1963)",Drama,"Set([""Drama""])","[0.18284696340560913, 0.11686386168003082, 0.26290637254714966, 0.15624654293060303, 0.03842135891318321, 0.11725479364395142, 0.367600679397583, 0.7209830284118652, 0.021861499175429344, 0.4696770906448364, 0.22371980547904968, 0.3822139799594879, 0.5518968105316162, 0.5785768628120422, 0.34109604358673096, 0.0, 0.04241812601685524, 0.14895875751972198, 0.5222702622413635, 0.19841647148132324, 0.026178214699029922, 0.7607163190841675, 0.5807918906211853, 0.24083584547042847, 0.5739354491233826]",1963,7.6
1573,Face/Off (1997),Action|Crime|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Crime"", ""Action""])","[0.04713874310255051, 0.3779778778553009, 0.10658514499664307, 0.02838948555290699, 0.3729560077190399, 0.200603187084198, 0.20629937946796417, 0.05084332823753357, 0.0035669344943016768, 0.23991458117961884, 0.0, 0.3224039077758789, 0.3773784935474396, 0.10369517654180527, 0.4643416404724121, 0.2985191345214844, 0.05507754907011986, 0.1987556517124176, 0.09769807010889053, 0.018525538966059685, 0.6463156342506409, 0.1484585553407669, 0.05981696769595146, 0.030330253764986992, 0.9863646626472473]",1997,7.3
1574,Fall (1997),Romance,"Set([""Romance""])","[0.0, 0.0, 0.0, 0.16646023094654083, 0.4934823215007782, 0.19338758289813995, 0.7743812799453735, 0.0, 0.0, 0.34043288230895996, 0.0, 0.1297188252210617, 0.5843816995620728, 0.06070118397474289, 0.592265248298645, 0.326873242855072, 0.04696987196803093, 0.3155274987220764, 0.0, 0.06219716742634773, 0.11446940898895264, 0.5572590231895447, 0.0, 0.0, 0.7156342267990112]",1997,6.1
1575,Gabbeh (1996),Drama,"Set([""Drama""])","[0.06366698443889618, 0.02695384807884693, 0.21339909732341766, 0.22746820747852325, 0.23167924582958221, 0.05819745734333992, 0.4628128707408905, 0.6429166793823242, 0.02220667526125908, 0.6946759819984436, 0.20673398673534393, 0.0, 0.290649950504303, 0.497631311416626, 0.6024689674377441, 0.0, 0.011707600206136703, 0.23640023171901703, 0.5956392884254456, 0.19751136004924774, 0.0, 0.6894909143447876, 0.42971935868263245, 0.19499647617340088, 0.4976653754711151]",1996,6.9
1580,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,"Set([""Sci-Fi"", ""Comedy"", ""Action""])","[0.03986544534564018, 0.216735377907753, 0.28662651777267456, 0.03810221329331398, 0.286984384059906, 0.2599260210990906, 0.13789553940296173, 0.11111758649349213, 0.028171587735414505, 0.32875075936317444, 0.02715452015399933, 0.17901654541492462, 0.19527055323123932, 0.19503580033779144, 0.7647752165794373, 0.19039399921894073, 0.11060503870248795, 0.16533835232257843, 0.103182852268219, 0.022706203162670135, 0.448286235332489, 0.04844684153795242, 0.029084285721182823, 0.0348874107003212, 1.1363861560821533]",1997,7.3
1581,Out to Sea (1997),Comedy,"Set([""Comedy""])","[0.07249666005373001, 0.22394604980945587, 0.04634279012680054, 0.054095834493637085, 0.507055401802063, 0.48818790912628174, 0.16125351190567017, 0.12455242872238159, 0.06777959316968918, 0.15330356359481812, 0.08843448013067245, 0.0, 0.17159882187843323, 0.16715870797634125, 0.6119175553321838, 0.3148535490036011, 0.15955425798892975, 0.21266435086727142, 0.12301075458526611, 0.059289053082466125, 0.5429095029830933, 0.0, 0.08270011097192764, 0.06720805913209915, 0.6184649467468262]",1997,6.1
1582,Wild America (1997),Adventure|Children,"Set([""Children"", ""Adventure""])","[0.029554037377238274, 0.3737538456916809, 0.2943519651889801, 0.12234548479318619, 0.5895321369171143, 0.4464242458343506, 0.280089795589447, 0.033034853637218475, 0.05902472883462906, 0.06285545229911804, 0.056300606578588486, 0.05370112881064415, 0.11364808678627014, 0.05777328461408615, 0.633198618888855, 0.4899182617664337, 0.17757593095302582, 0.4433993995189667, 0.10141687095165253, 0.05904054641723633, 0.4030010998249054, 0.10357660055160522, 0.011392303742468357, 0.03227689489722252, 0.5687572956085205]",1997,6.4
1583,"Simple Wish, A (1997)",Children|Fantasy,"Set([""Children"", ""Fantasy""])","[0.0399160236120224, 0.4003058969974518, 0.29675668478012085, 0.05512203276157379, 0.5867655873298645, 0.40142756700515747, 0.04655339941382408, 0.1114572063088417, 0.08790096640586853, 0.0, 0.09814898669719696, 0.0, 0.0, 0.058032795786857605, 0.7386979460716248, 0.3240988552570343, 0.200992614030838, 0.3998000919818878, 0.24720992147922516, 0.06184263154864311, 0.1596398502588272, 0.03691662847995758, 0.06842715293169022, 0.07196119427680969, 0.48875167965888977]",1997,5.4
1584,Contact (1997),Drama|Sci-Fi,"Set([""Sci-Fi"", ""Drama""])","[0.04709410294890404, 0.27171701192855835, 0.22420281171798706, 0.0639948695898056, 0.47218042612075806, 0.1266123205423355, 0.37026217579841614, 0.1506097912788391, 0.02261805720627308, 0.16306112706661224, 0.042386919260025024, 0.23949924111366272, 0.30748534202575684, 0.1513795703649521, 0.6979423761367798, 0.10345585644245148, 0.0686110332608223, 0.1879185140132904, 0.09590277820825577, 0.03412666171789169, 0.25007107853889465, 0.3159421980381012, 0.09625103324651718, 0.023962872102856636, 1.1277799606323242]",1997,7.4
1585,Love Serenade (1996),Comedy,"Set([""Comedy""])","[0.08014096319675446, 0.23912760615348816, 0.3175242841243744, 0.10379109531641006, 0.08229782432317734, 0.11742789298295975, 0.17940153181552887, 0.4262353181838989, 0.016929034143686295, 0.6360129117965698, 0.10396385937929153, 0.25244101881980896, 0.5825242400169373, 0.42048025131225586, 0.43420663475990295, 0.2764730453491211, 0.005814584903419018, 0.26086875796318054, 0.33170056343078613, 0.08728291094303131, 0.09961138665676117, 0.4879222512245178, 0.2922620475292206, 0.08657793700695038, 0.6407120823860168]",1996,6.9
1586,G.I. Jane (1997),Action|Drama,"Set([""Drama"", ""Action""])","[0.009022405371069908, 0.38017699122428894, 0.17330877482891083, 0.08288703113794327, 0.6096187829971313, 0.218840092420578, 0.1783912628889084, 0.0002828882716130465, 0.005070161074399948, 0.05597032979130745, 0.0, 0.09524842351675034, 0.1842845380306244, 0.0, 0.4660782814025879, 0.38762906193733215, 0.0634794607758522, 0.3667016625404358, 0.053835466504096985, 0.012687794864177704, 0.45663729310035706, 0.10284806787967682, 0.0, 0.0, 0.868433952331543]",1997,5.9
1587,Conan the Barbarian (1982),Action|Adventure|Fantasy,"Set([""Fantasy"", ""Action"", ""Adventure""])","[0.21325115859508514, 0.008327835239470005, 0.08103997260332108, 0.0, 0.0, 0.19830091297626495, 0.0, 0.36092036962509155, 0.015998901799321175, 0.1694159358739853, 0.02757173776626587, 0.5045093894004822, 0.6118264198303223, 0.27249497175216675, 0.5509410500526428, 0.2023267149925232, 0.14017678797245026, 0.08154969662427902, 0.0, 0.0, 0.47978007793426514, 0.0, 0.02531616762280464, 0.05803672596812248, 0.9996848106384277]",1982,6.9
1588,George of the Jungle (1997),Children|Comedy,"Set([""Comedy"", ""Children""])","[0.06582184135913849, 0.29259511828422546, 0.33423343300819397, 0.06363183259963989, 0.218778595328331, 0.49072614312171936, 0.0, 0.09295854717493057, 0.063088059425354, 0.2547381818294525, 0.05192219838500023, 0.0, 0.0, 0.004353208467364311, 0.8385796546936035, 0.33829018473625183, 0.1955907940864563, 0.3024279475212097, 0.1979425996541977, 0.03180529177188873, 0.39994940161705017, 0.0, 0.0017402213998138905, 0.06849613785743713, 0.5719423294067383]",1997,5.4
1589,Cop Land (1997),Action|Crime|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Crime"", ""Action""])","[0.10298451036214828, 0.2945455014705658, 0.2611040472984314, 0.06218326836824417, 0.165395125746727, 0.1168399527668953, 0.2233959287405014, 0.23136086761951447, 0.017892275005578995, 0.3625299036502838, 0.05330456793308258, 0.3621087968349457, 0.40853869915008545, 0.33183300495147705, 0.4560801684856415, 0.1710284799337387, 0.04698604717850685, 0.18953128159046173, 0.1496308594942093, 0.042394526302814484, 0.27456051111221313, 0.3721085488796234, 0.13338641822338104, 0.052413418889045715, 0.8887173533439636]",1997,6.9
1590,Event Horizon (1997),Horror|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Horror""])","[0.10940508544445038, 0.0, 0.0, 0.0, 0.24393615126609802, 0.34625810384750366, 0.42014607787132263, 0.22873713076114655, 0.00213312404230237, 0.16553249955177307, 0.0, 0.46044889092445374, 0.9617219567298889, 0.05499447137117386, 0.22835415601730347, 0.04873404651880264, 0.22706948220729828, 0.13314373791217804, 0.0, 0.0, 0.5733044147491455, 0.041471462696790695, 0.06023942306637764, 0.005126361269503832, 0.6798237562179565]",1997,6.7
1591,Spawn (1997),Action|Adventure|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Action"", ""Adventure""])","[0.049283482134342194, 0.0, 0.0, 0.002017623744904995, 0.2023724615573883, 0.485464483499527, 0.18389026820659637, 0.14227208495140076, 0.024761153385043144, 0.1751950979232788, 0.013788734562695026, 0.029980991035699844, 0.5472843050956726, 0.0, 0.3263818025588989, 0.12110941857099533, 0.22431783378124237, 0.2631164491176605, 0.004427728243172169, 0.012781535275280476, 0.5425909757614136, 0.0, 0.0031585535034537315, 0.02515195682644844, 0.8341683149337769]",1997,5.3
1592,Air Bud (1997),Children|Comedy,"Set([""Comedy"", ""Children""])","[0.09400176256895065, 0.69657963514328, 0.4476912021636963, 0.06768033653497696, 0.37929025292396545, 0.5494916439056396, 0.0, 0.039778970181941986, 0.12158257514238358, 0.0, 0.10284128040075302, 0.0, 0.0, 0.04802832379937172, 0.5668936371803284, 0.46498334407806396, 0.24747413396835327, 0.44305065274238586, 0.19967573881149292, 0.04859161376953125, 0.3742983639240265, 0.0, 0.005609733983874321, 0.07708971947431564, 0.24836483597755432]",1997,5.2
1593,Picture Perfect (1997),Comedy|Romance,"Set([""Comedy"", ""Romance""])","[0.035876624286174774, 0.2978009581565857, 0.26654940843582153, 0.10080630332231522, 0.5898306369781494, 0.2619302272796631, 0.19819800555706024, 0.027321774512529373, 0.021754663437604904, 0.16809023916721344, 0.00836157239973545, 0.050360746681690216, 0.1559615433216095, 0.0, 0.5579107999801636, 0.4603406488895416, 0.08796188980340958, 0.4134434461593628, 0.06000523269176483, 0.023516707122325897, 0.4081948697566986, 0.07972217351198196, 0.01627647504210472, 0.005053174216300249, 0.6460222601890564]",1997,5.5
1594,In the Company of Men (1997),Comedy|Drama,"Set([""Comedy"", ""Drama""])","[0.13116897642612457, 0.369266152381897, 0.25995418429374695, 0.10500331968069077, 0.025749599561095238, 0.03765522688627243, 0.23809894919395447, 0.3780566155910492, 0.0028439974412322044, 0.4894263446331024, 0.05757017806172371, 0.4992521107196808, 0.624862551689148, 0.39609983563423157, 0.5932694673538208, 0.10611266642808914, 0.028722047805786133, 0.14722126722335815, 0.29295605421066284, 0.07619132101535797, 0.15805897116661072, 0.6505239009857178, 0.23174256086349487, 0.06948275864124298, 0.6582410335540771]",1997,7.2
1595,Free Willy 3: The Rescue (1997),Adventure|Children|Drama,"Set([""Children"", ""Drama"", ""Adventure""])","[0.0804978609085083, 0.44064366817474365, 0.31562066078186035, 0.0542588084936142, 0.5580862760543823, 0.5730207562446594, 0.0, 0.02566482499241829, 0.10167258977890015, 0.0, 0.08461391925811768, 0.0, 0.0, 0.0, 0.33932849764823914, 0.34772589802742004, 0.2947278320789337, 0.45807257294654846, 0.13416871428489685, 0.040108129382133484, 0.33911052346229553, 0.0, 0.013031107373535633, 0.055363576859235764, 0.1428852528333664]",1997,4.7
1596,Career Girls (1997),Drama,"Set([""Drama""])","[0.11851373314857483, 0.1474980115890503, 0.17665965855121613, 0.2701296806335449, 0.13072720170021057, 0.21248862147331238, 0.1536102294921875, 0.5778358578681946, 0.02525966614484787, 0.5366029143333435, 0.15068921446800232, 0.13632333278656006, 0.4873936176300049, 0.29919034242630005, 0.46016398072242737, 0.08854467421770096, 0.09923030436038971, 0.32602283358573914, 0.5362573266029358, 0.1770055890083313, 0.03197336569428444, 0.7448755502700806, 0.3654991686344147, 0.12801866233348846, 0.5776060223579407]",1997,7.1
1597,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,"Set([""Thriller"", ""Romance"", ""Mystery"", ""Drama""])","[0.0026848947163671255, 0.16531731188297272, 0.14696940779685974, 0.02514440380036831, 0.534680962562561, 0.21417789161205292, 0.4179258942604065, 0.032153982669115067, 0.025430243462324142, 0.16533257067203522, 0.022011648863554, 0.12822380661964417, 0.29010677337646484, 0.12668798863887787, 0.5693100690841675, 0.3101586699485779, 0.05044279247522354, 0.21051405370235443, 0.01863877661526203, 0.010720756836235523, 0.4513625502586365, 0.11590553820133209, 0.03080647625029087, 0.01017608493566513, 1.0212593078613281]",1997,6.7
1598,Desperate Measures (1998),Crime|Drama|Thriller,"Set([""Thriller"", ""Drama"", ""Crime""])","[0.054780613631010056, 0.15643954277038574, 0.08399911969900131, 0.03462131321430206, 0.4943877160549164, 0.3695502281188965, 0.28655359148979187, 0.06799519807100296, 0.040727648884058, 0.06275851279497147, 0.03900953382253647, 0.09635825455188751, 0.37727028131484985, 0.02582704648375511, 0.2939298450946808, 0.39575475454330444, 0.1334509700536728, 0.34899622201919556, 0.018506940454244614, 0.017070883885025978, 0.6414370536804199, 0.03180691972374916, 0.024061519652605057, 0.01931779272854328, 0.8573186993598938]",1998,6.1
1599,Steel (1997),Action,"Set([""Action""])","[0.05696065351366997, 0.14883339405059814, 0.05363593250513077, 0.149576798081398, 0.42429304122924805, 0.7329962253570557, 0.0, 0.06776466220617294, 0.07613679021596909, 0.11875144392251968, 0.057497862726449966, 0.0, 0.0, 0.0, 0.13244451582431793, 0.3645409643650055, 0.2756997048854828, 0.39269518852233887, 0.12871053814888, 0.05994477495551109, 0.3524341881275177, 0.04283503070473671, 0.028349006548523903, 0.04409244284033775, 0.4288902282714844]",1997,2.8
1600,She's So Lovely (1997),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.08497884124517441, 0.2129494547843933, 0.0, 0.1325099915266037, 0.09832856059074402, 0.1426440328359604, 0.34275850653648376, 0.3505319058895111, 0.008111106231808662, 0.47324874997138977, 0.08444710075855255, 0.20378828048706055, 0.7126690745353699, 0.3513645827770233, 0.49186694622039795, 0.13210728764533997, 0.00390837574377656, 0.11028381437063217, 0.2058979570865631, 0.09798268228769302, 0.10107828676700592, 0.5392482280731201, 0.2580568492412567, 0.06457266211509705, 0.4337727129459381]",1997,5.9
1601,Hoodlum (1997),Crime|Drama|Film-Noir,"Set([""Film-Noir"", ""Drama"", ""Crime""])","[0.03698563575744629, 0.15029431879520416, 0.03673775866627693, 0.10986469686031342, 0.39149603247642517, 0.33240172266960144, 0.418298602104187, 0.1348106861114502, 0.018954984843730927, 0.23471958935260773, 0.06356848776340485, 0.1037079468369484, 0.5514339804649353, 0.17856761813163757, 0.3234080672264099, 0.35859155654907227, 0.08712165057659149, 0.371156245470047, 0.11752654612064362, 0.06036043539643288, 0.5305754542350769, 0.24226583540439606, 0.08837977796792984, 0.04322772100567818, 0.6569641828536987]",1997,6.3
1602,Leave It to Beaver (1997),Comedy,"Set([""Comedy""])","[0.07702167332172394, 0.3075621426105499, 0.18953971564769745, 0.07702802866697311, 0.4804750978946686, 0.5540142059326172, 0.06680264323949814, 0.07600390166044235, 0.06340739876031876, 0.08623750507831573, 0.05372847989201546, 0.0, 0.20192477107048035, 0.0, 0.44002577662467957, 0.5025666356086731, 0.1942441165447235, 0.3986363708972931, 0.10640496015548706, 0.04030925780534744, 0.5034369230270386, 0.0, 0.02662128582596779, 0.031005779281258583, 0.18488863110542297]",1997,5.1
1603,Mimic (1997),Horror|Sci-Fi|Thriller,"Set([""Sci-Fi"", ""Thriller"", ""Horror""])","[0.1319425106048584, 0.28726550936698914, 0.14593631029129028, 0.04245704784989357, 0.21791917085647583, 0.3083718419075012, 0.07278058677911758, 0.23065589368343353, 0.024764547124505043, 0.20156049728393555, 0.04619583487510681, 0.24419814348220825, 0.30040910840034485, 0.08305489271879196, 0.32946428656578064, 0.24057020246982574, 0.1694934219121933, 0.31383317708969116, 0.14793911576271057, 0.02525416389107704, 0.4795534908771515, 0.07055505365133286, 0.09861432760953903, 0.06328641623258591, 0.8320709466934204]",1997,5.9
1604,Money Talks (1997),Action|Comedy,"Set([""Comedy"", ""Action""])","[0.007186322472989559, 0.1535106599330902, 0.0, 0.12580059468746185, 0.23605826497077942, 0.30880627036094666, 0.32592326402664185, 0.0, 0.02085157297551632, 0.37024417519569397, 0.01878354325890541, 0.14209263026714325, 0.4257068634033203, 0.08344240486621857, 0.524139404296875, 0.5488985180854797, 0.055773407220840454, 0.22153949737548828, 0.031062351539731026, 0.03967682272195816, 0.7483571767807007, 0.08577363193035126, 0.007340581621974707, 0.0013911300338804722, 0.5669860243797302]",1997,6.2
1605,Excess Baggage (1997),Adventure|Romance,"Set([""Romance"", ""Adventure""])","[0.025428036227822304, 0.11801251769065857, 0.10222827643156052, 0.09443583339452744, 0.44633060693740845, 0.3949488401412964, 0.27964168787002563, 0.14425963163375854, 0.036678604781627655, 0.31068217754364014, 0.0395689383149147, 0.0, 0.23617568612098694, 0.015100950375199318, 0.37057530879974365, 0.3670693337917328, 0.13724784553050995, 0.47889745235443115, 0.07645498216152191, 0.039093319326639175, 0.32234951853752136, 0.07533322274684906, 0.05582982301712036, 0.03640585392713547, 0.697166919708252]",1997,5.4
1606,Kull the Conqueror (1997),Action|Adventure,"Set([""Action"", ""Adventure""])","[0.11340861022472382, 0.0, 0.013346832245588303, 0.04455961659550667, 0.24033696949481964, 0.5935891270637512, 0.07760138064622879, 0.17775623500347137, 0.06328879296779633, 0.1746375560760498, 0.05580630898475647, 0.005998179782181978, 0.31577780842781067, 0.017410416156053543, 0.33829155564308167, 0.2845183312892914, 0.2800014019012451, 0.33906376361846924, 0.05250081047415733, 0.021567218005657196, 0.5747975707054138, 0.0, 0.03213835135102272, 0.056113775819540024, 0.6298779845237732]",1997,4.9
1608,Air Force One (1997),Action|Thriller,"Set([""Thriller"", ""Action""])","[0.027482198551297188, 0.3786831200122833, 0.3106677830219269, 0.03422969952225685, 0.4654097855091095, 0.18751315772533417, 0.11061357706785202, 0.0, 0.0300513356924057, 0.06996898353099823, 0.011109945364296436, 0.20715513825416565, 0.02718394249677658, 0.09375964105129242, 0.565981388092041, 0.40434694290161133, 0.05002773553133011, 0.2380782812833786, 0.015730394050478935, 0.0058216191828250885, 0.6161158680915833, 0.029233990237116814, 0.0, 0.004868925549089909, 1.0862221717834473]",1997,6.5
1609,187 (One Eight Seven) (1997),Drama|Thriller,"Set([""Thriller"", ""Drama""])","[0.03302671015262604, 0.16234925389289856, 0.05380657687783241, 0.07589486241340637, 0.39176952838897705, 0.252934068441391, 0.5102835297584534, 0.10397525876760483, 0.018111055716872215, 0.27711987495422363, 0.023098861798644066, 0.33178114891052246, 0.621990442276001, 0.16702163219451904, 0.2810918390750885, 0.31956613063812256, 0.06689076125621796, 0.35907304286956787, 0.05764128267765045, 0.017468690872192383, 0.39572402834892273, 0.3633118271827698, 0.055678993463516235, 0.007925876416265965, 0.6554161906242371]",1997,6.7
1610,"Hunt for Red October, The (1990)",Action|Adventure|Thriller,"Set([""Thriller"", ""Action"", ""Adventure""])","[0.0402543880045414, 0.25315749645233154, 0.35676318407058716, 0.013577540405094624, 0.33030039072036743, 0.07304033637046814, 0.30737102031707764, 0.06761304289102554, 0.02893252484500408, 0.1573629528284073, 0.04027564823627472, 0.37734827399253845, 0.209109827876091, 0.3644021451473236, 0.6724503040313721, 0.24518945813179016, 0.014323508366942406, 0.11231470108032227, 0.017284028232097626, 0.015528855845332146, 0.3982280194759369, 0.20167307555675507, 0.03806942701339722, 0.02463398687541485, 1.2636531591415405]",1990,7.6
1611,My Own Private Idaho (1991),Drama|Romance,"Set([""Romance"", ""Drama""])","[0.10006548464298248, 0.07749415934085846, 0.18496248126029968, 0.1514337807893753, 0.20243194699287415, 0.1409614235162735, 0.3483446538448334, 0.5591250061988831, 0.008982985280454159, 0.41671493649482727, 0.11156148463487625, 0.2230118215084076, 0.6687638163566589, 0.24853934347629547, 0.519752562046051, 0.0, 0.09071516245603561, 0.275889128446579, 0.4000774919986725, 0.11228068172931671, 0.0, 0.6833248138427734, 0.3227096498012543, 0.11294683068990707, 0.6051235198974609]",1991,7.1
